Ethnicity,Boy,Girl,FamilyName,SkinColor,HairColor,EyeColor,BloodType,MotherTongue,CountryofOrigin,Religion,Age_group_years,PlaceOfBirth,Motherethnicity
Australian,AADAM,AADHIYAH, Ackhurst ,0.15,0.025,0.24,0.4,1,1,0.7,0.060401056,0.7,0.3
Australian,AADAV,AADHYA, Adams ,0.4,0.05,0.44,0.31,0,0,0.27,0.063376458,0.3,0.01
Australian,AADAVAN,AADHYASRI, ADAMSON ,0.35,0.025,0.005,0.08,0,0,0.03,0.062104338,,0.3
Australian,AADEN,AADRITI, Addison ,0.1,0.05,0.005,0.02,0,0,0,0.058020634,,0.08
Australian,AADI,AADYA, Ahrens ,0,0.65,0.01,0.09,0,0,0,0.066607372,,0.07
Australian,AADNAN,AAFREEN, AITKEN ,0,0.2,0.3,0.07,0,0,0,0.074195214,,0.02
Australian,AADVIK,AAHANA, Alcock ,,,,0.02,0,0,0,0.074860367,,0.04
Australian,AAHAN,AAIMA, Alderson ,,,,0.01,0,0,1,0.071401416,,0.02
Australian,AAHIL,AAIRA, Aldridge ,,,,,0,0,,0.063046567,,0.04
Australian,AAMIR,AAKRISTY, Alexandra ,,,,,0,0,,0.065255894,,0.02
Australian,AARAF,AALEEN, Allan ,,,,,0,0,,0.060891106,,0.04
Australian,AARAN,AALEEYAH, Allardice ,,,,,0,0,,0.06057616,,0.02
Australian,AARAV,AALEYAH, Allaway ,,,,,0,,,0.055946284,,0.02
Australian,AARI,AALIAA, ALLEN ,,,,,0,,,0.049012075,,0.02
Australian,AARON,AALIAH, Allerton ,,,,,0,,,0.043011804,,
Australian,AARUSH,AALIYAH, ALLISON ,,,,,,,,0.030126054,,
Australian,AARYA,AALYAH, AMOS ,,,,,,,,0.020570816,,
Australian,AARYAN,AAMREEN, ANDERSON ,,,,,,,,0.012386088,,
Australian,AARYAV,AANIAH, Andresson ,,,,,,,,0.006185844,,
Australian,AASHIR,AANIKA, Andrew ,,,,,,,,0.001779371,,
Australian,AASIM,AARADHYA, ANDREWS ,,,,,,,,0.000245083,,
Australian,AAVAN,AARIYAH, Ann ,,,,,,,,,,
Australian,AAVASH,AARNA, Anschau ,,,,,,,,,,
Australian,AAVEER,AARYA, Archibald ,,,,,,,,,,
Australian,AAYAN,AASA, Armstrong ,,,,,,,,,,
Australian,AAYDEN-ONIX,AASEES, ARNOLD ,,,,,,,,,,
Australian,AAYUSH,AASHIKA, Ashby ,,,,,,,,,,
Australian,ABAN,AASHVI, ASHTON-RICKARDT ,,,,,,,,,,
Australian,ABBAS,AAVA, ASHWELL ,,,,,,,,,,
Australian,ABDALLAH,ABAGAIL, Atkinson ,,,,,,,,,,
Australian,ABDIRAHMAN,ABBEY, Austin ,,,,,,,,,,
Australian,ABDUL,ABBIE, Austin-Ellis ,,,,,,,,,,
Australian,ABDULALLAH,ABBY, Avis ,,,,,,,,,,
Australian,ABDULLAH,ABEEHA, BADE ,,,,,,,,,,
Australian,ABDULRAHMAN,ABIEI, Bailey ,,,,,,,,,,
Australian,ABEER,ABIGAEL, Bain ,,,,,,,,,,
Australian,ABEL,ABIGAIL, Bain-Scott ,,,,,,,,,,
Australian,ABHAYA,ABIHA, Baker ,,,,,,,,,,
Australian,ABHIK,ABRAR, Bakewell ,,,,,,,,,,
Australian,ABHIR,ABRIANA, Baldry ,,,,,,,,,,
Australian,ABID,ABRIEL, Baldwin ,,,,,,,,,,
Australian,ABIMELECH,ABUK, Ball ,,,,,,,,,,
Australian,ABIR,ABUL, Ballantyne ,,,,,,,,,,
Australian,ABISHEK,ACACIA, BANKOWSKI ,,,,,,,,,,
Australian,ABRAHAM,ACACIA-ROSE, Banks ,,,,,,,,,,
Australian,ABRAM,ACHARA, Baratz ,,,,,,,,,,
Australian,ABRIK,ACHIEU, BARKER ,,,,,,,,,,
Australian,ABUBAKAR,ACHOL, Barnes ,,,,,,,,,,
Australian,ABUR,ADA, BARNETT ,,,,,,,,,,
Australian,ABYAZ,ADAH, BARREN ,,,,,,,,,,
Australian,ACE,ADALIN, BARRETT ,,,,,,,,,,
Australian,ACEL,ADALINE, BARTON ,,,,,,,,,,
Australian,ACHILLEAS,ADALYN, Bassett ,,,,,,,,,,
Australian,ADAM,ADALYNN, BATCHELOR ,,,,,,,,,,
Australian,ADEEB,ADALYNNE, Bate ,,,,,,,,,,
Australian,ADHARV,ADAMA, Bates ,,,,,,,,,,
Australian,ADITDEEP,ADANAYA, Baumgardner ,,,,,,,,,,
Australian,ADON,ADARA, Bayley ,,,,,,,,,,
Australian,ADONAY,ADAU, Baynes ,,,,,,,,,,
Australian,ADONIOS,ADDALIND, Baynton ,,,,,,,,,,
Australian,ADRIAN,ADDALYN, BEALE ,,,,,,,,,,
Australian,ADRIANO,ADDELYN, Beattie ,,,,,,,,,,
Australian,ADRIEL,ADDIE, Beck ,,,,,,,,,,
Australian,ADVIK,ADDISON, BECKER ,,,,,,,,,,
Australian,ADYAN,ADECYN, Beckhouse ,,,,,,,,,,
Australian,AETHER,ADEERA, Beecheno ,,,,,,,,,,
Australian,AFFAN,ADELA, Belger ,,,,,,,,,,
Australian,AGAM,ADELAIDE, BELL ,,,,,,,,,,
Australian,AGAMDEEP,ADELE, Bellis ,,,,,,,,,,
Australian,AGAMJOT,ADELINA, Bennett ,,,,,,,,,,
Australian,AGAMVEER,ADELINE, Bennetts ,,,,,,,,,,
Australian,AGNIV,ADELLA, Benton ,,,,,,,,,,
Australian,AGUSTIN,ADELMIRA, Berkley ,,,,,,,,,,
Australian,AHAAN,ADELYN, Bernard ,,,,,,,,,,
Australian,AHMAD,ADHIEU, Berridge ,,,,,,,,,,
Australian,AHMED,ADHIYA, Berry ,,,,,,,,,,
Australian,AHNAF,ADHVIKA, BERSTON ,,,,,,,,,,
Australian,AHREN,ADI, Bertwhistle ,,,,,,,,,,
Australian,AIDAN,ADILAH, Bettles ,,,,,,,,,,
Australian,AIDEN,ADIRA, Betts ,,,,,,,,,,
Australian,AIDENN,ADJARAT, Bevan ,,,,,,,,,,
Australian,AIDIAN,ADOL, Beveridge ,,,,,,,,,,
Australian,AINDREASANYA,ADRIA, Beyton ,,,,,,,,,,
Australian,AISH,ADRIANA, Bice ,,,,,,,,,,
Australian,AIVY,ADRIANNA, Billington ,,,,,,,,,,
Australian,AJANG,ADYLIN, BILTOFT ,,,,,,,,,,
Australian,AJAX,AELLA, Bippen ,,,,,,,,,,
Australian,AJAY,AERIN, BIRD ,,,,,,,,,,
Australian,AJEET,AERONWEN, BISHOP ,,,,,,,,,,
Australian,AJIT,AERYN, Black ,,,,,,,,,,
Australian,AKINLOLU,AFRINAIA, Blackadder ,,,,,,,,,,
Australian,AKIRA,AGAPI, BLACKWOOD ,,,,,,,,,,
Australian,AKSHAJ,AGATHA, Blanch ,,,,,,,,,,
Australian,AKUEI,AGNES, BLANDFORD ,,,,,,,,,,
Australian,ALAMAITE,AHANA, BLANDTHORN ,,,,,,,,,,
Australian,ALAMDAR,AHANNA, Bluhdorn ,,,,,,,,,,
Australian,ALAN,AHMARNI, Bodley ,,,,,,,,,,
Australian,ALARIC,AHNNA, BOLAND ,,,,,,,,,,
Australian,ALASTAIR,AHOOK, Bolton ,,,,,,,,,,
Australian,ALBEE,AHRI, BOND ,,,,,,,,,,
Australian,ALBERT,AIBHLINN, Bone ,,,,,,,,,,
Australian,ALBIE,AIDA, BONNETT ,,,,,,,,,,
Australian,ALBION,AIJLA, BOON ,,,,,,,,,,
Australian,ALBY,AILA, Boston ,,,,,,,,,,
Australian,ALDIN,AILAH, Bottomley ,,,,,,,,,,
Australian,ALDO,AILISH, BOULTON ,,,,,,,,,,
Australian,ALEER,AIMA, Bousfield ,,,,,,,,,,
Australian,ALEK,AIMEE, Bowden ,,,,,,,,,,
Australian,ALEKSA,AIRA, Bowhill ,,,,,,,,,,
Australian,ALEKSANDAR,AIRLIE, BOWKER ,,,,,,,,,,
Australian,ALESANDRO,AISHA, Bowles ,,,,,,,,,,
Australian,ALESSANDRO,AISHANI, Bowyer ,,,,,,,,,,
Australian,ALESSIO,AISHI, Boyd ,,,,,,,,,,
Australian,ALEX,AISHLEEN, Boyle ,,,,,,,,,,
Australian,ALEXANDER,AISHLYN, Bradley ,,,,,,,,,,
Australian,ALEXANDROS,AISWITHA, Brand ,,,,,,,,,,
Australian,ALEXEI,AIYAH, BRANDIS ,,,,,,,,,,
Australian,ALEXIOS,AIYANNA, Brasher ,,,,,,,,,,
Australian,ALEXZANDER,AIZA, BRATCHLEY ,,,,,,,,,,
Australian,ALFIE,AJAH, Brattan ,,,,,,,,,,
Australian,ALFONSO,AJLA, Breadmore ,,,,,,,,,,
Australian,ALFRED,AJOONI, Brennan ,,,,,,,,,,
Australian,ALFREYL,AKAILA, Brewin ,,,,,,,,,,
Australian,ALI,AKAYA, Briard ,,,,,,,,,,
Australian,ALIJAH,AKAYLIA, Bridge ,,,,,,,,,,
Australian,ALISTAIR,AKIRA, Briggs ,,,,,,,,,,
Australian,ALIX,AKISHA, Briot ,,,,,,,,,,
Australian,ALLAN,AKO, Britton ,,,,,,,,,,
Australian,ALLEN,AKSHARA, Brockel ,,,,,,,,,,
Australian,ALONZO,AKSHATA, BRODIE ,,,,,,,,,,
Australian,ALOYSIUS,AKUOL, BROOKSBY ,,,,,,,,,,
Australian,ALVEY,ALAINA, BROWN ,,,,,,,,,,
Australian,ALVIN,ALAIYA, Browne ,,,,,,,,,,
Australian,AMAAN,ALANA, Bruce ,,,,,,,,,,
Australian,AMANI,ALANI, Brunt ,,,,,,,,,,
Australian,AMARA,ALANIA, Bryan ,,,,,,,,,,
Australian,AMARI,ALANNA, Bryant ,,,,,,,,,,
Australian,AMBROZY,ALANNAH, Buchan ,,,,,,,,,,
Australian,AMEER,ALARA, Buchanan ,,,,,,,,,,
Australian,AMELIO,ALARAH, Bucholz ,,,,,,,,,,
Australian,AMERABBAS,ALASKA, Buck ,,,,,,,,,,
Australian,AMIM,ALASKAH, Buddy ,,,,,,,,,,
Australian,AMINI,ALAURA, Bulcock ,,,,,,,,,,
Australian,AMIR,ALAYA, Bull ,,,,,,,,,,
Australian,AMITOJ,ALAYNA, Bullock ,,,,,,,,,,
Australian,AMOS,ALBA, Burcher ,,,,,,,,,,
Australian,AMRIT,ALEAH, Burdett ,,,,,,,,,,
Australian,AMSHLEY,ALECIA, Burey ,,,,,,,,,,
Australian,ANAEL,ALEEIA, Burgess ,,,,,,,,,,
Australian,ANAKIN,ALEENA, Burke ,,,,,,,,,,
Australian,ANAND,ALEESHA, BURROWS ,,,,,,,,,,
Australian,ANAND-SHIVA,ALEEYA, Burton ,,,,,,,,,,
Australian,ANANTDEEP,ALEIGHIA, Butler ,,,,,,,,,,
Australian,ANASHE,ALEIGHYA, Butt ,,,,,,,,,,
Australian,ANAY,ALEK, BYRNE ,,,,,,,,,,
Australian,ANDERS,ALEKS, Cain ,,,,,,,,,,
Australian,ANDERSON,ALEKSANDRA, Cairns ,,,,,,,,,,
Australian,ANDRE,ALEKSIA, Calley ,,,,,,,,,,
Australian,ANDREAS,ALEKSIJA, Callow ,,,,,,,,,,
Australian,ANDREJ,ALENA, Cameron ,,,,,,,,,,
Australian,ANDRES,ALENSA, CAMPBELL ,,,,,,,,,,
Australian,ANDREW,ALESHA, CANDLISH ,,,,,,,,,,
Australian,ANDY,ALESIA, Cane ,,,,,,,,,,
Australian,ANEEGHA,ALESSANDRA, Capelin ,,,,,,,,,,
Australian,ANEESH,ALESSIA, Carey ,,,,,,,,,,
Australian,ANGAD,ALEX, Carmel ,,,,,,,,,,
Australian,ANGELO,ALEXA, Carpenter ,,,,,,,,,,
Australian,ANGUS,ALEXANDRA, Carrall ,,,,,,,,,,
Australian,ANHAD,ALEXANDRIA, Carroll ,,,,,,,,,,
Australian,ANISH,ALEXI, Carter ,,,,,,,,,,
Australian,ANSH,ALEXIA, CARVETH ,,,,,,,,,,
Australian,ANSHDEEP,ALEXIS, CASHMAN ,,,,,,,,,,
Australian,ANTE,ALEXIS-RAE, CASSERLY ,,,,,,,,,,
Australian,ANTHONY,ALFIE, CASWELL ,,,,,,,,,,
Australian,ANTON,ALIA, Catford ,,,,,,,,,,
Australian,ANTONIO,ALIAH, CATHIE ,,,,,,,,,,
Australian,ANTONY,ALIANA, Cattanach ,,,,,,,,,,
Australian,ANTWAN,ALIANNA, Chadwick ,,,,,,,,,,
Australian,ANTWON,ALICE, Chaffer ,,,,,,,,,,
Australian,ANTWONE,ALICIA, Challis ,,,,,,,,,,
Australian,ANWIT,ALINA, Chalmers ,,,,,,,,,,
Australian,ANYAR,ALINKA, Chamberlain ,,,,,,,,,,
Australian,ANZE,ALINTA, CHAMBERS ,,,,,,,,,,
Australian,APOLLO,ALIRAH, CHAPMAN ,,,,,,,,,,
Australian,AQUILLA,ALISA, Chappell ,,,,,,,,,,
Australian,ARAD,ALISHA, CHARLESTON ,,,,,,,,,,
Australian,ARAFAT,ALISI, Charlton ,,,,,,,,,,
Australian,ARAHI,ALISON, CHEEL ,,,,,,,,,,
Australian,ARAN,ALISSA, Chellew ,,,,,,,,,,
Australian,ARAON,ALIVIA, Chidlow ,,,,,,,,,,
Australian,ARATT,ALIVIAH, Chisholm ,,,,,,,,,,
Australian,ARCADIUS,ALIVIA-JADE, Chisolm ,,,,,,,,,,
Australian,ARCHER,ALIYA, Christian ,,,,,,,,,,
Australian,ARCHIBALD,ALIYAH, Christie ,,,,,,,,,,
Australian,ARCHIE,ALIZA, Clapham ,,,,,,,,,,
Australian,ARDA,ALIZCA, CLAPPERTON ,,,,,,,,,,
Australian,ARDIJAN,ALJOUD, Clare ,,,,,,,,,,
Australian,AREEB,ALLEGRA, Clark ,,,,,,,,,,
Australian,AREM,ALLERAH-JAE, Clarke ,,,,,,,,,,
Australian,ARES,ALLIE, Cleland ,,,,,,,,,,
Australian,AREZ,ALLIRA, Clewer ,,,,,,,,,,
Australian,ARFAN,ALLIRRA, CLOUGH ,,,,,,,,,,
Australian,ARHAAM,ALLISON, Cock ,,,,,,,,,,
Australian,ARHAAN,ALLORAH, Cockerill ,,,,,,,,,,
Australian,ARHAM,ALLY, Coe ,,,,,,,,,,
Australian,ARI,ALLYSON, Cohen ,,,,,,,,,,
Australian,ARIAN,ALMA, Cole ,,,,,,,,,,
Australian,ARIC,ALMASA, Colless ,,,,,,,,,,
Australian,ARIE,ALONA, Collett ,,,,,,,,,,
Australian,ARIEL,ALORA, Colley ,,,,,,,,,,
Australian,ARIHAAN,ALUAT, Collins ,,,,,,,,,,
Australian,ARISH,ALUK, Colliss ,,,,,,,,,,
Australian,ARIYAN,ALUONG, Connell ,,,,,,,,,,
Australian,ARIZ,ALVEENA, Conroy ,,,,,,,,,,
Australian,ARJAN,ALVEERA, Contencin ,,,,,,,,,,
Australian,ARJAV,ALYANNA, Conway ,,,,,,,,,,
Australian,ARJUN,ALYCE, Cook ,,,,,,,,,,
Australian,ARLEN,ALYNA, Cooke ,,,,,,,,,,
Australian,ARLEY,ALYSA, Cooke-Mcdonald ,,,,,,,,,,
Australian,ARLINGTON,ALYSHIA, Coombe ,,,,,,,,,,
Australian,ARLO,ALYSIA, COOPER ,,,,,,,,,,
Australian,ARLON,ALYSON, Copley ,,,,,,,,,,
Australian,ARLOW,ALYSSA, Corbett ,,,,,,,,,,
Australian,ARMAAN,ALYTHEA, Corby ,,,,,,,,,,
Australian,ARMAN,AMAALI, Corr ,,,,,,,,,,
Australian,ARMANDO,AMAHLIA, COSGROVE ,,,,,,,,,,
Australian,ARME,AMAL, Cotterill ,,,,,,,,,,
Australian,ARMIN,AMALI, Couch ,,,,,,,,,,
Australian,ARNAV,AMALIA, Coughlin ,,,,,,,,,,
Australian,ARNOLD,AMALIE, Coulter ,,,,,,,,,,
Australian,ARRAN,AMALYA, Countryman ,,,,,,,,,,
Australian,ARROW,AMANAT, Coventry ,,,,,,,,,,
Australian,ARRTHEUS,AMANI, Cover ,,,,,,,,,,
Australian,ARRY,AMANNAH-ELAINE, COWAN ,,,,,,,,,,
Australian,ARSALAN,AMARA, Cowie ,,,,,,,,,,
Australian,ARSHAD,AMARAH, Cowled ,,,,,,,,,,
Australian,ARSHAVIN,AMARI, Cox ,,,,,,,,,,
Australian,ARSHIL,AMARIS, Coxon ,,,,,,,,,,
Australian,ARTANABIL,AMARLI, Coyne ,,,,,,,,,,
Australian,ARTEEN,AMARLIAH, Craib ,,,,,,,,,,
Australian,ARTHUR,AMARNEE, Craig ,,,,,,,,,,
Australian,ARTIE,AMARNI, Crane ,,,,,,,,,,
Australian,ARTURO,AMARRAH, CRANNA ,,,,,,,,,,
Australian,ARVIE,AMATA, CRAWFORD ,,,,,,,,,,
Australian,ARYA,AMAYA, Creighton ,,,,,,,,,,
Australian,ARYAMAN,AMAYAH, Crichton ,,,,,,,,,,
Australian,ARYAN,AMBER, Crick ,,,,,,,,,,
Australian,ARYANDEEP,AMBEREEN, CRIPPS ,,,,,,,,,,
Australian,ARYAV,AMBER-JADE, Crisp ,,,,,,,,,,
Australian,ASA,AMBERLEE, Crocher ,,,,,,,,,,
Australian,ASAHD,AMBER-LEE, CROFT ,,,,,,,,,,
Australian,ASH,AMBERLY, Crook ,,,,,,,,,,
Australian,ASHAR,AMBREEN, Cropley ,,,,,,,,,,
Australian,ASHDEN,AMEERAH, Cross ,,,,,,,,,,
Australian,ASHER,AMEIA, Crossley ,,,,,,,,,,
Australian,ASHLEE,AMELEA, Crothers ,,,,,,,,,,
Australian,ASHLEY,AMELEIA, Crowley ,,,,,,,,,,
Australian,ASHMANN,AMELIA, Crowther ,,,,,,,,,,
Australian,ASHMITH,AMELIA-GRACE, Crozier ,,,,,,,,,,
Australian,ASHRAF,AMELIAH-JANE, Cruickshank ,,,,,,,,,,
Australian,ASHTON,AMELIA-LEE, Cruikshank ,,,,,,,,,,
Australian,ASHTYN,AMELIA-ROSE, Cubis ,,,,,,,,,,
Australian,ASHVIK,AMELIE, Cumming ,,,,,,,,,,
Australian,ASHWIN,AMELIE-MAE, Cumming/Comyn ,,,,,,,,,,
Australian,ASPEN,AMESHA, Cummings ,,,,,,,,,,
Australian,ASTER,AMIA, Cunningham ,,,,,,,,,,
Australian,ASTERIOS,AMIIRA, Curlewis ,,,,,,,,,,
Australian,ASTIN,AMILIA, Curragh ,,,,,,,,,,
Australian,ASTON,AMILLIA, Curran ,,,,,,,,,,
Australian,ASTON-JACK,AMINA, Curry ,,,,,,,,,,
Australian,ATARA,AMIRA, Cutts ,,,,,,,,,,
Australian,ATEM,AMIRAH, Dallmann ,,,,,,,,,,
Australian,ATICUS,AMITY, Darbyshire ,,,,,,,,,,
Australian,ATLAS,AMITY-ROSE, D'Arcy ,,,,,,,,,,
Australian,ATLEY,AMIYAH, Darr ,,,,,,,,,,
Australian,ATRO,AMMU, DAVERN ,,,,,,,,,,
Australian,ATTICUS,AMNA, Davey ,,,,,,,,,,
Australian,AUGUST,AMNESTY, Davidson ,,,,,,,,,,
Australian,AUGUSTINE,AMORA, Davies ,,,,,,,,,,
Australian,AUGUSTUS,AMREEN, DAVIS ,,,,,,,,,,
Australian,AUM,AMY, Davy ,,,,,,,,,,
Australian,AUN,AMY-LEE, Dawson ,,,,,,,,,,
Australian,AUON,AMYRA, Day ,,,,,,,,,,
Australian,AUSTEN,AMYTIS, De,,,,,,,,,,
Australian,AUSTIN,AN, DEACON ,,,,,,,,,,
Australian,AUSTYN,ANA, Deane ,,,,,,,,,,
Australian,AVASH,ANABEL, Delaney ,,,,,,,,,,
Australian,AVERY,ANABELA, Demnar ,,,,,,,,,,
Australian,AVIJIT,ANABELLE, Dempsey ,,,,,,,,,,
Australian,AVIJOT,ANAHAT, Denshire ,,,,,,,,,,
Australian,AVIK,ANAI, Dent ,,,,,,,,,,
Australian,AVIRAJ,ANAIKA, DERMOTT ,,,,,,,,,,
Australian,AVRAAJ,ANAIS, Derwin ,,,,,,,,,,
Australian,AWER,ANAISHA, Des,,,,,,,,,,
Australian,AWS,ANAIYA, Desreaux ,,,,,,,,,,
Australian,AXEL,ANALIA, Devall ,,,,,,,,,,
Australian,AXL,ANANYA, DEVINE ,,,,,,,,,,
Australian,AXLE,ANARI, DEVLIN ,,,,,,,,,,
Australian,AXTON,ANASTASIA, Dexter ,,,,,,,,,,
Australian,AXYL,ANASZTAZIA, Dibbin ,,,,,,,,,,
Australian,AYAAN,ANAYA, DICK ,,,,,,,,,,
Australian,AYAJ,ANCHEL, Dickinson ,,,,,,,,,,
Australian,AYAN,ANDREA, Dicks ,,,,,,,,,,
Australian,AYBEL,ANGEL, Dietrich ,,,,,,,,,,
Australian,AYDAN,ANGELA, Dillon ,,,,,,,,,,
Australian,AYDEN,ANGELIN, DINEEN ,,,,,,,,,,
Australian,AYDIN,ANGELINA, DIPROSE ,,,,,,,,,,
Australian,AYE,ANGELINE, Dixon ,,,,,,,,,,
Australian,AYN,ANGEL-LEE, DOLL ,,,,,,,,,,
Australian,AYOADEDAMOLA,ANH, Dominic ,,,,,,,,,,
Australian,AYOM,ANHAD, Donaldson ,,,,,,,,,,
Australian,AYRTON,ANIKA, Donnellan ,,,,,,,,,,
Australian,AYUEL,ANITA, Doolan ,,,,,,,,,,
Australian,AYUSHAN,ANJALI, DOUGLAS ,,,,,,,,,,
Australian,AZADVEER,ANN, Douglass ,,,,,,,,,,
Australian,AZAIAH,ANNA, Doust ,,,,,,,,,,
Australian,AZARIA,ANNABEL, Dowd ,,,,,,,,,,
Australian,AZEEM,ANNABELLA, Down ,,,,,,,,,,
Australian,AZEKIEL,ANNABELLAH, Downer ,,,,,,,,,,
Australian,AZHEL,ANNABELLE, Downes ,,,,,,,,,,
Australian,AZRAVER,ANNABETH, Downie ,,,,,,,,,,
Australian,AZYAH,ANNALIESE, Doyle ,,,,,,,,,,
Australian,BABY,ANNALISE, Drury ,,,,,,,,,,
Australian,BAILEY,ANNALYCE, Dryhurst ,,,,,,,,,,
Australian,BANJO,ANNASTASIA, Duck ,,,,,,,,,,
Australian,BAO,ANNASTAZIA, DUFEU ,,,,,,,,,,
Australian,BARDIA,ANNE, Duke ,,,,,,,,,,
Australian,BARRON,ANNEKE, Dunball ,,,,,,,,,,
Australian,BAS,ANNELIESE, Duncan ,,,,,,,,,,
Australian,BASEL,ANNELISE, Dunkley ,,,,,,,,,,
Australian,BASTIAN,ANNEMARIE, DUNLOP ,,,,,,,,,,
Australian,BATISTE,ANNI, DUNN ,,,,,,,,,,
Australian,BAZIGYE,ANNIE, Dunsmuire ,,,,,,,,,,
Australian,BEAR,ANNIKA, Dwyer ,,,,,,,,,,
Australian,BEAU,ANOOP, Dyer ,,,,,,,,,,
Australian,BEAUDAN,ANOUK, Dymock ,,,,,,,,,,
Australian,BEHROZ,ANSHI, EASTON ,,,,,,,,,,
Australian,BEHZAD,ANTONIA, Eckford ,,,,,,,,,,
Australian,BELLAMY,ANUSHKA, EDDIE ,,,,,,,,,,
Australian,BEN,ANVI, Eddy ,,,,,,,,,,
Australian,BENAIAH,ANYA, Edmunds ,,,,,,,,,,
Australian,BENEDICT,ANYIETH, Edwards ,,,,,,,,,,
Australian,BENINO,AOIBHEANN, Egan ,,,,,,,,,,
Australian,BENJAMIN,APAJOK, Eisen ,,,,,,,,,,
Australian,BENJI,APRIL, ELLIOT ,,,,,,,,,,
Australian,BENSON,AQEELA, Elliott ,,,,,,,,,,
Australian,BENTLEY,AQSA, Ellis ,,,,,,,,,,
Australian,BENTLIEGH,ARA, Ellison ,,,,,,,,,,
Australian,BENYAMIN,ARABELLA, Elms ,,,,,,,,,,
Australian,BERNARD,ARABELLA-QUINN, Elphinston ,,,,,,,,,,
Australian,BERND,ARABELLE, ELSE ,,,,,,,,,,
Australian,BERNIE,ARAN, Elsie ,,,,,,,,,,
Australian,BIAK,ARAVAH, Elwin ,,,,,,,,,,
Australian,BIAR,ARBANA, Ely ,,,,,,,,,,
Australian,BIJAY,ARCADIA, Emmett ,,,,,,,,,,
Australian,BILAL,AREEBA, Enebo ,,,,,,,,,,
Australian,BILLY,AREENA, English ,,,,,,,,,,
Australian,BLAINE,ARFIYA, Ensbey ,,,,,,,,,,
Australian,BLAIR,ARI, ERBACHER ,,,,,,,,,,
Australian,BLAIZE,ARIA, Esham ,,,,,,,,,,
Australian,BLAIZE-KINGSLEY,ARIAH, ESLER ,,,,,,,,,,
Australian,BLAKE,ARIANA, Essex ,,,,,,,,,,
Australian,BLANC,ARIANE, Etherington ,,,,,,,,,,
Australian,BLAYDE,ARIANNA, Evans ,,,,,,,,,,
Australian,BLAYZE,ARIEL, Every ,,,,,,,,,,
Australian,BLAZE,ARIELLA, Ewing ,,,,,,,,,,
Australian,BO,ARIELLE, Fahy ,,,,,,,,,,
Australian,BOAZ,ARIJ, Faint ,,,,,,,,,,
Australian,BOBBY,ARIKIA, FAIR ,,,,,,,,,,
Australian,BODE,ARILYA, Fairjones ,,,,,,,,,,
Australian,BODHI,ARINA, Falconer ,,,,,,,,,,
Australian,BODIE,ARISSA, Falkiner ,,,,,,,,,,
Australian,BODII,ARISTA, FARLANE ,,,,,,,,,,
Australian,BOHANNON,ARIYAH, Farr ,,,,,,,,,,
Australian,BOHDI,ARIZONA-EMERALD, Farrar ,,,,,,,,,,
Australian,BON,ARLA, FARRELL ,,,,,,,,,,
Australian,BORIS,ARLEE, Faulkner ,,,,,,,,,,
Australian,BORNA,ARLEIGH, Faulks ,,,,,,,,,,
Australian,BOSON,ARLIYAH, FAZEL ,,,,,,,,,,
Australian,BOSTON,ARLO, Fell ,,,,,,,,,,
Australian,BOWE,ARMAGHAN, Felmingham ,,,,,,,,,,
Australian,BOWEN,ARMANI, Feltham ,,,,,,,,,,
Australian,BOWIE,ARNEET, Fenwick ,,,,,,,,,,
Australian,BOYD-JAI,ARNIKA-ROSE, FERGUSON ,,,,,,,,,,
Australian,BRADEN,AROOSH, Field ,,,,,,,,,,
Australian,BRADLEY,ARRABELLA, Findley ,,,,,,,,,,
Australian,BRADY,ARRIANNE, Finlan ,,,,,,,,,,
Australian,BRAEDEN,ARSEMA, Finlay ,,,,,,,,,,
Australian,BRAEDYN,ARSHI, Fischer ,,,,,,,,,,
Australian,BRAELYN,ARTEMIS, Fisher ,,,,,,,,,,
Australian,BRANDAN,ARVEEN, FITZSIMMONS ,,,,,,,,,,
Australian,BRANDON,ARYA, Flaher ,,,,,,,,,,
Australian,BRAULIO,ARYANA, Fleming ,,,,,,,,,,
Australian,BRAX,ASAKO, FLETCHER ,,,,,,,,,,
Australian,BRAXTON,ASEEL, Flight ,,,,,,,,,,
Australian,BRAXTYN,ASEES, Flinn ,,,,,,,,,,
Australian,BRAYDEN,ASENA, Floyde ,,,,,,,,,,
Australian,BRAYDEN-ANDREW,ASHA, Folbigg ,,,,,,,,,,
Australian,BRAYLEN,ASHANTI, Folwell ,,,,,,,,,,
Australian,BRENDON,ASHAYA, FOOTE ,,,,,,,,,,
Australian,BRENIN,ASHER, Forbes ,,,,,,,,,,
Australian,BRENT,ASHLEE, Ford ,,,,,,,,,,
Australian,BRETT,ASHLEIGH, Foreman ,,,,,,,,,,
Australian,BREYSON,ASHLEY, Forrest ,,,,,,,,,,
Australian,BRIAN,ASHLYN, Forrester ,,,,,,,,,,
Australian,BRIANT,ASHLYNN, Forsayth ,,,,,,,,,,
Australian,BRICE,ASHLYNNE, FORSHTH ,,,,,,,,,,
Australian,BROCK,ASHMINE, Forsyth,,,,,,,,,,
Australian,BRODIE,ASHTON, Forsyth ,,,,,,,,,,
Australian,BRODY,ASIS, Forsythe ,,,,,,,,,,
Australian,BRONSON,ASIYA, Foster ,,,,,,,,,,
Australian,BRONTIE,ASIYAH, FOURRO ,,,,,,,,,,
Australian,BROOKLYN,ASMAA, FOWLER ,,,,,,,,,,
