Ethnicity,Boy,Girl,FamilyName,SkinColor,HairColor,EyeColor,BloodType,MotherTongue,CountryofOrigin,Religion,Age_group_years,PlaceOfBirth,Motherethnicity
Australian,RIYANSH,MOANA,Irwin,,,,,,,,,,
Australian,ROBERT,MODESIRE,Vaughan,,,,,,,,,,
Australian,ROBERTO,MOLLIE,Forrest,,,,,,,,,,
Australian,ROBIN,MOLLY,Myers,,,,,,,,,,
Australian,ROCCO,MOMOKA,Delaney,,,,,,,,,,
Australian,ROCKET,MONAIRENE,Butcher,,,,,,,,,,
Australian,ROGER,MONIA,Clifford,,,,,,,,,,
Australian,ROHAAN,MONICA,Foley,,,,,,,,,,
Australian,ROHAM,MONIQUE,Bowen,,,,,,,,,,
Australian,ROHAN,MONTANA,Aitken,,,,,,,,,,
Australian,ROHIN,MONTANNA,Millar,,,,,,,,,,
Australian,ROLAND,MOON,Borg,,,,,,,,,,
Australian,ROLANDIA,MOONAM,Pritchard,,,,,,,,,,
Australian,ROMAIN,MORENA,Madden,,,,,,,,,,
Australian,ROMAN,MORGAN,Kaur,,,,,,,,,,
Australian,ROME,MORINA,Dillon,,,,,,,,,,
Australian,ROMEO,MOXIE,Smyth,,,,,,,,,,
Australian,ROMILDO,MRISHA,Haynes,,,,,,,,,,
Australian,RON,MUBINA,Jacobs,,,,,,,,,,
Australian,RONALD,MUGOLI,Sheppard,,,,,,,,,,
Australian,RONAN,MUNE,Crowe,,,,,,,,,,
Australian,RONAV,MURPHY,Archer,,,,,,,,,,
Australian,RONIN,MYA,Arthur,,,,,,,,,,
Australian,RONIT,MYAH,Rice,,,,,,,,,,
Australian,RONNIE,MYLA,Poole,,,,,,,,,,
Australian,RORY,MYLAH,Carpenter,,,,,,,,,,
Australian,ROSARIO,MYLA-JAI,Barlow,,,,,,,,,,
Australian,ROSS,MYLEE,McCallum,,,,,,,,,,
Australian,ROSSI,MYRA,Moloney,,,,,,,,,,
Australian,ROUX,MYZA,Glover,,,,,,,,,,
Australian,ROWAN,NAAVYA,Woodward,,,,,,,,,,
Australian,ROY,NABA,Barr,,,,,,,,,,
Australian,RRON,NADEZHDA,Bentley,,,,,,,,,,
Australian,RUBEN,NADIA,Montgomery,,,,,,,,,,
Australian,RUDRA,NADYA,Marks,,,,,,,,,,
Australian,RUDRANSH,NAFISSA,Hocking,,,,,,,,,,
Australian,RUEBEN,NAHIA,Gale,,,,,,,,,,
Australian,RUFHEO,NAHID,Curran,,,,,,,,,,
Australian,RUFUS,NAHLA,Faulkner,,,,,,,,,,
Australian,RUI,NAIA,McRae,,,,,,,,,,
Australian,RUIDI,NAIMA,Short,,,,,,,,,,
Australian,RUIZE,NAINIKA,Hodges,,,,,,,,,,
Australian,RULEI,NAIRA,Xu,,,,,,,,,,
Australian,RUPERT,NAISHA,Dodd,,,,,,,,,,
Australian,RYAAN,NAJIA,Bull,,,,,,,,,,
Australian,RYAN,NAJMA,Blair,,,,,,,,,,
Australian,RYAN-LLOYD,NAJWA,McLaren,,,,,,,,,,
Australian,RYATT,NAKEISHA,Hood,,,,,,,,,,
Australian,RYDA,NAMASTUTHI,Healy,,,,,,,,,,
Australian,RYDAH,NAMPHEUNG,Beattie,,,,,,,,,,
Australian,RYDER,NANCY,Harrington,,,,,,,,,,
Australian,RYKAH,NANDITA,Rodgers,,,,,,,,,,
Australian,RYKEN,NAOMI,Randall,,,,,,,,,,
Australian,RYKER,NAREH,Whelan,,,,,,,,,,
Australian,RYLAN,NARIA,Thorpe,,,,,,,,,,
Australian,RYLAND,NARLA,Hyde,,,,,,,,,,
Australian,RYLE,NARLAH,Dyer,,,,,,,,,,
Australian,RYLEE,NASARA,Connolly,,,,,,,,,,
Australian,RYLEY,NATALIA,Pascoe,,,,,,,,,,
Australian,SAAD,NATALIE,Forster,,,,,,,,,,
Australian,SAARANSH,NATALIYAH,Burrows,,,,,,,,,,
Australian,SAAYEL,NATASHA,McKenna,,,,,,,,,,
Australian,SABARNEEK,NATHARIE,Wilkins,,,,,,,,,,
Australian,SABEER,NATSUKO,Parry,,,,,,,,,,
Australian,SACHA,NAUSHEEN,Grace,,,,,,,,,,
Australian,SADEV,NAVEAH,O'Connell,,,,,,,,,,
Australian,SADOKI,NAVGUN,Currie,,,,,,,,,,
Australian,SAFAL,NAVIRAH,Coates,,,,,,,,,,
Australian,SAFWAN,NAVLEEN,Kirby,,,,,,,,,,
Australian,SAGE,NAVREET,Reilly,,,,,,,,,,
Australian,SAHAJ,NAVYA,Parkinson,,,,,,,,,,
Australian,SAHIB,NAW,Clayton,,,,,,,,,,
Australian,SAHIL,NAYA,Huynh,,,,,,,,,,
Australian,SAHIR,NAYRA,Healey,,,,,,,,,,
Australian,SAHITYA,NAZANIN,Wise,,,,,,,,,,
Australian,SAI,NAZILLA,Connor,,,,,,,,,,
Australian,SAIBER,NEA,David,,,,,,,,,,
Australian,SAIFAAN,NEAH,Jeffery,,,,,,,,,,
Australian,SAIKRISH,NEELISHA,Conway,,,,,,,,,,
Australian,SAIMONI,NEEVE,Horne,,,,,,,,,,
Australian,SAJJAD,NEILA,Tang,,,,,,,,,,
Australian,SAKSHUM,NEIVA,Leonard,,,,,,,,,,
Australian,SALAAR,NELLIE,Daniels,,,,,,,,,,
Australian,SALAH,NELLY,Donovan,,,,,,,,,,
Australian,SALAR,NEROLI,Olsen,,,,,,,,,,
Australian,SALEH,NEVAEH,Paton,,,,,,,,,,
Australian,SALOKYA,NEVE,Greenwood,,,,,,,,,,
Australian,SAM,NEYLI,Lord,,,,,,,,,,
Australian,SAMAR,NEYTIRI,Nicholas,,,,,,,,,,
Australian,SAMARBIR,NGIEWEI,McLennan,,,,,,,,,,
Australian,SAMARJOT,NGOC,Small,,,,,,,,,,
Australian,SAMBAT,NHA,Haines,,,,,,,,,,
Australian,SAMBHAAV,NHI,Horton,,,,,,,,,,
Australian,SAMI,NIA,Gunn,,,,,,,,,,
Australian,SAMIK,NIAMH,Daley,,,,,,,,,,
Australian,SAMMY,NICHA,Hanson,,,,,,,,,,
Australian,SAMPSON,NICOLA,English,,,,,,,,,,
Australian,SAMRATH,NICOLE,Guy,,,,,,,,,,
Australian,SAMSON,NICOLETTA,Leslie,,,,,,,,,,
Australian,SAMUEL,NIDA,Sanderson,,,,,,,,,,
Australian,SAMUELE,NIEVE,Pope,,,,,,,,,,
Australian,SAMYAR,NIHAAR,Cahill,,,,,,,,,,
Australian,SANAV,NIKITA,Ramsay,,,,,,,,,,
Australian,SANDRO,NIKKI,Nielsen,,,,,,,,,,
Australian,SANGBAWI,NIKOLINA,Pike,,,,,,,,,,
Australian,SANJI,NILIA,Bradshaw,,,,,,,,,,
Australian,SANTIAGO,NINA,Joseph,,,,,,,,,,
Australian,SANTINO,NIRGUN,Ashton,,,,,,,,,,
Australian,SARANG,NISA,Purcell,,,,,,,,,,
Australian,SARMED,NISHI,Cummins,,,,,,,,,,
Australian,SASCHA,NITYAA,Caldwell,,,,,,,,,,
Australian,SASHA,NIXIE,Groves,,,,,,,,,,
Australian,SATHVIK,NIYAH,Flanagan,,,,,,,,,,
Australian,SATIYAR,NO,Webber,,,,,,,,,,
Australian,SAVERIO,NOA,Hartley,,,,,,,,,,
Australian,SAVYA,NOEL,Talbot,,,,,,,,,,
Australian,SAXBY,NOLA,Low,,,,,,,,,,
Australian,SAXON,NOOR,Searle,,,,,,,,,,
Australian,SAXTON,NORA,Clements,,,,,,,,,,
Australian,SAYED,NORAH,North,,,,,,,,,,
Australian,SAYEED,NOREEN,Orr,,,,,,,,,,
Australian,SAYVIER,NOVA,McDougall,,,,,,,,,,
Australian,SCOTT,NUDRAT,Whyte,,,,,,,,,,
Australian,SEAN,NUIT,Stafford,,,,,,,,,,
Australian,SEB,NURFADELINA,Sampson,,,,,,,,,,
Australian,SEBASTIAN,NUWAIRAH,O'Keefe,,,,,,,,,,
Australian,SEBASTIANO,NYAH,Burnett,,,,,,,,,,
Australian,SEBASTIJAN,NYAN,Dobson,,,,,,,,,,
Australian,SEBATIAN,NYANAAR,Pitt,,,,,,,,,,
Australian,SEFAT,NYIBOL,Lu,,,,,,,,,,
Australian,SELIM,NYLA,Noonan,,,,,,,,,,
Australian,SEPANTA,NYLAH,Bolton,,,,,,,,,,
Australian,SEPHIROTH,NYR,Summers,,,,,,,,,,
Australian,SETH,NYRA,Petersen,,,,,,,,,,
Australian,SHADRACH,NYSA,Michael,,,,,,,,,,
Australian,SHAE,NYSSA,Shields,,,,,,,,,,
Australian,SHAHEEN,NYVAEH,Spence,,,,,,,,,,
Australian,SHAHEER,OAKLEY,Masters,,,,,,,,,,
Australian,SHAHIN,OCEÁ,Whittaker,,,,,,,,,,
Australian,SHAHYAN,OCEAN,Best,,,,,,,,,,
Australian,SHAHZAIN,OCTAVIA,Beck,,,,,,,,,,
Australian,SHALOM,OCTAYVIAH-ROSE,Morley,,,,,,,,,,
Australian,SHAMEEL,ODELLE,Cleary,,,,,,,,,,
Australian,SHAN,ODETTE,McCann,,,,,,,,,,
Australian,SHANAEY,OLA,Maguire,,,,,,,,,,
Australian,SHANE,OLENA,Seymour,,,,,,,,,,
Australian,SHANNEYN,OLIANNA,Tait,,,,,,,,,,
Australian,SHANUL,OLINNA,Dunstan,,,,,,,,,,
Australian,SHARBELL,OLIRA,Cowan,,,,,,,,,,
Australian,SHAROV,OLIVE,Holden,,,,,,,,,,
Australian,SHARVESH,OLIVIA,Shah,,,,,,,,,,
Australian,SHAUN,OLIVIA-MAE,Hope,,,,,,,,,,
Australian,SHAURYA,OLLIE,Duggan,,,,,,,,,,
Australian,SHAY,OPAL,Yu,,,,,,,,,,
Australian,SHAYAN,OPHELIA,Crane,,,,,,,,,,
Australian,SHEA,ORIA,Moon,,,,,,,,,,
Australian,SHEHAB,ORIANA,Pickering,,,,,,,,,,
Australian,SHEM,ORLA,Zhou,,,,,,,,,,
Australian,SHENGYUN,OSHIN,Hurley,,,,,,,,,,
Australian,SHEPHERD,OTTILIA,Hobson,,,,,,,,,,
Australian,SHERJEEVAN,OWEE,Charles,,,,,,,,,,
Australian,SHI,PAHANSI,Molloy,,,,,,,,,,
Australian,SHILOH,PAIGE,Potts,,,,,,,,,,
Australian,SHINE,PAIGHTYN,Maloney,,,,,,,,,,
Australian,SHINKIRO,PAILYN,Hosking,,,,,,,,,,
Australian,SHINRI,PAISLEE,Shannon,,,,,,,,,,
Australian,SHIV,PAISLEY,Murdoch,,,,,,,,,,
Australian,SHIVANSH,PAITEN,Roach,,,,,,,,,,
Australian,SHIVANSHSINH,PAITYN,Rhodes,,,,,,,,,,
Australian,SHIVAY,PALOMA,Beard,,,,,,,,,,
Australian,SHIVENDRA,PAMNIK,Schulz,,,,,,,,,,
Australian,SHLOK,PANDORA,Baird,,,,,,,,,,
Australian,SHO,PARBANI,Sweeney,,,,,,,,,,
Australian,SHUBH,PARINAZ,Callaghan,,,,,,,,,,
Australian,SHURIK,PARIS,Wills,,,,,,,,,,
Australian,SIBONA,PARISHAY,Nixon,,,,,,,,,,
Australian,SIBTAIN,PARKER,Cochrane,,,,,,,,,,
Australian,SID,PARNEET,Costello,,,,,,,,,,
Australian,SIDDARTH,PATERSON,Humphries,,,,,,,,,,
Australian,SIDNEY,PATIENCE,Meyer,,,,,,,,,,
Australian,SIKELI,PAU,Mathews,,,,,,,,,,
Australian,SILANG,PAULINA,Sharpe,,,,,,,,,,
Australian,SILAS,PAVITRAA,Kane,,,,,,,,,,
Australian,SILAS-JAMES,PAYTON,Ali,,,,,,,,,,
Australian,SIMEON,PEACHES-MARIE,Lees,,,,,,,,,,
Australian,SIMO,PEARL,Malone,,,,,,,,,,
Australian,SIMON,PEGGY,Cohen,,,,,,,,,,
Australian,SINAN,PENELIPY,Mooney,,,,,,,,,,
Australian,SIRAJ,PENELOPE,Chalmers,,,,,,,,,,
Australian,SITANI,PENNY,Tonkin,,,,,,,,,,
Australian,SIYAL,PEONY,Godfrey,,,,,,,,,,
Australian,SIYUAN,PERNITA,O'Reilly,,,,,,,,,,
Australian,SLOANE,PETA,Radford,,,,,,,,,,
Australian,SMARAN,PEYTON,Sheehan,,,,,,,,,,
Australian,SOBHAN,PHAKHWAN,Farmer,,,,,,,,,,
Australian,SOHAIL,PHEOBE,Matheson,,,,,,,,,,
Australian,SOKCHANTREA,PHILIPPA,Wyatt,,,,,,,,,,
Australian,SOLOMON,PHILLIE,Gillespie,,,,,,,,,,
Australian,SONNY,PHILLIPPA-GRACE,Ware,,,,,,,,,,
Australian,SOREN,PHOEBE,Birch,,,,,,,,,,
Australian,SOTHARITH,PHOENIX,Christensen,,,,,,,,,,
Australian,SPENCER,PIA,Jeffrey,,,,,,,,,,
Australian,SPYROS,PIHU,Knowles,,,,,,,,,,
Australian,SRIAANSH,PIP,Byrnes,,,,,,,,,,
Australian,SRIANSH,PIPER,Mahoney,,,,,,,,,,
Australian,SRIKRISHNA,PIPER-ROSE,Prior,,,,,,,,,,
Australian,SRIMAN,PIPPA,Charlton,,,,,,,,,,
Australian,SRIYANSH,POLLY,Edmonds,,,,,,,,,,
Australian,STANFORD,POPPIE,Keane,,,,,,,,,,
Australian,STANLEY,POPPI-KATE,Cain,,,,,,,,,,
Australian,STEELE,POPPY,Keating,,,,,,,,,,
Australian,STEFAN,POPPY-MAE,Camilleri,,,,,,,,,,
Australian,STEFANOS,PORSHA,Crouch,,,,,,,,,,
Australian,STEPHAN,PORTIA,McLachlan,,,,,,,,,,
Australian,STEPHEN,PRABHNOOR,Cassidy,,,,,,,,,,
Australian,STERLING,PRABHREET,Dickinson,,,,,,,,,,
Australian,STEVE,PRABISHA,Lau,,,,,,,,,,
Australian,STEVEN,PRABSAAJ,Drummond,,,,,,,,,,
Australian,STIPE,PRAGATHI,Lancaster,,,,,,,,,,
Australian,STORM,PRAHI,Bush,,,,,,,,,,
Australian,STUART,PRANMI,Stanton,,,,,,,,,,
Australian,SUAN,PRANSHI,Eaton,,,,,,,,,,
Australian,SUBHA,PRATIKSHYA,Bain,,,,,,,,,,
Australian,SUBHAN,PRAYESHNA,Cheng,,,,,,,,,,
Australian,SUKHPREET,PRAYHA,Corbett,,,,,,,,,,
Australian,SULAIMAN,PRECIOUS,Barclay,,,,,,,,,,
Australian,SULLIVAN,PREKSHA,Lovell,,,,,,,,,,
Australian,SULTAN,PRIMROSE,Hutton,,,,,,,,,,
Australian,SUN,PRISCILLA,Owens,,,,,,,,,,
Australian,SUNNY,PRISCILLE,Allison,,,,,,,,,,
Australian,SURKHAAB,PRISHA,O'Shea,,,,,,,,,,
Australian,SUTTON,PRUE,Brewer,,,,,,,,,,
Australian,SYD,PURNOTA,Forsyth,,,,,,,,,,
Australian,SYED,PUVIT,Kendall,,,,,,,,,,
Australian,SYLAR,QIAOZHI,Hutchison,,,,,,,,,,
Australian,SYLIS,QIFEI,Gough,,,,,,,,,,
Australian,SYLVESTER,QINDEEL,Draper,,,,,,,,,,
Australian,SYON,QUEENIE,Dunne,,,,,,,,,,
Australian,SZYMON,QUINN,Anthony,,,,,,,,,,
Australian,TAAHA,QUYNH,Symons,,,,,,,,,,
Australian,TAANE,RABIA,Amos,,,,,,,,,,
Australian,TAANUSH,RACHAEL,Cavanagh,,,,,,,,,,
Australian,TADHG,RACHEL,McArthur,,,,,,,,,,
Australian,TAHA,RACHELLE,Collier,,,,,,,,,,
Australian,TAHLON,RACINE,Leahy,,,,,,,,,,
Australian,TAHMEED,RADHA,McCabe,,,,,,,,,,
Australian,TAI,RAE,Carson,,,,,,,,,,
Australian,TAIJAY,RAEGAN,Humphreys,,,,,,,,,,
Australian,TAINUI,RAELENE,Coles,,,,,,,,,,
Australian,TAIT,RAFAELLA,Grey,,,,,,,,,,
Australian,TAIZYA,RAFFIELLA,Keogh,,,,,,,,,,
Australian,TAJ,RAIDEN,Davison,,,,,,,,,,
Australian,TAKSH,RAIN,McDonnell,,,,,,,,,,
Australian,TALAL,RAMONA,Bright,,,,,,,,,,
Australian,TALLIN,RANORA,Perera,,,,,,,,,,
Australian,TALON,RAPHAELLA,Dawes,,,,,,,,,,
Australian,TAN,RAPPLEY,Clancy,,,,,,,,,,
Australian,TANE,RAQUEL,Cannon,,,,,,,,,,
Australian,TANIORA,RAQUELLE-MYAH,Leach,,,,,,,,,,
Australian,TANISH,RAVEN,Ralph,,,,,,,,,,
Australian,TANISHQ,RAVENA,Steel,,,,,,,,,,
Australian,TANNER,RAVLEEN,Sloan,,,,,,,,,,
Australian,TANVEER,RAYA,Kidd,,,,,,,,,,
Australian,TAORAN,RAYINA,Goodman,,,,,,,,,,
Australian,TARIQ,RAYLEE,Rae,,,,,,,,,,
Australian,TARKIN,RAYNA,Walter,,,,,,,,,,
Australian,TATE,RAYNE,Bateman,,,,,,,,,,
Australian,TAVVY,RAYYANA,McLaughlin,,,,,,,,,,
Australian,TAYLEN,REAGAN,Chamberlain,,,,,,,,,,
Australian,TAYLOR,REANNAH,Garrett,,,,,,,,,,
Australian,TAYVON,REASHELLE,Gee,,,,,,,,,,
Australian,TE,REBECCA,Fischer,,,,,,,,,,
Australian,TEAGUE,REBEKAH,Roche,,,,,,,,,,
Australian,TEAL,REBEL,de Silva,,,,,,,,,,
Australian,TED,REECE,Inglis,,,,,,,,,,
Australian,TEDDY,REEM,Pollock,,,,,,,,,,
Australian,TEEJAY,REEVA,Salter,,,,,,,,,,
Australian,TEGHPARTAP,REGAN,Weber,,,,,,,,,,
Australian,TEGHVEER,REHAT,Gibbons,,,,,,,,,,
Australian,TEJ,REHEMA,Bradford,,,,,,,,,,
Australian,TEJAS,REHMAT,O'Leary,,,,,,,,,,
Australian,TEJASVIR,REIAM,Castle,,,,,,,,,,
Australian,TEKOA,REMI,Holloway,,,,,,,,,,
Australian,TELMEN,REMY,Schofield,,,,,,,,,,
Australian,TENNIESON,RENAI,Millard,,,,,,,,,,
Australian,TENNYSON,RENEE,Meredith,,,,,,,,,,
Australian,TEO,REVA,Weeks,,,,,,,,,,
Australian,TERANCE,REVATI,Neal,,,,,,,,,,
Australian,TERENCE,REYA,Cumming,,,,,,,,,,
Australian,TERRY,RHAYNE,Hurst,,,,,,,,,,
Australian,TESLOACH,RHIAN,MacLean,,,,,,,,,,
Australian,TEX,RHIANNA,Schneider,,,,,,,,,,
Australian,TEXX,RHIANNON,Knox,,,,,,,,,,
Australian,THAILER,RHYLEE,Betts,,,,,,,,,,
Australian,THANASI,RIANA,Cairns,,,,,,,,,,
Australian,THANG,RIAS,Fernando,,,,,,,,,,
Australian,THAWNG,RICHA,Findlay,,,,,,,,,,
Australian,THEO,RIDHI,Cornish,,,,,,,,,,
Australian,THEODORE,RIHANNA,Dyson,,,,,,,,,,
Australian,THEODOROS,RILEA,Fogarty,,,,,,,,,,
Australian,THIAGO,RILEY,Lacey,,,,,,,,,,
Australian,THOMAS,RIMAL,Coffey,,,,,,,,,,
Australian,THOMAS-JOSEPH,RIO,Finn,,,,,,,,,,
Australian,THON,RIONA,Tanner,,,,,,,,,,
Australian,THRILOK,RITI,Ong,,,,,,,,,,
Australian,THUCH,RIVAH,Gorman,,,,,,,,,,
Australian,TIAGO,RIVER,Cartwright,,,,,,,,,,
Australian,TIEN,RIYANA,Zhao,,,,,,,,,,
Australian,TIM,ROBERTA,Parkes,,,,,,,,,,
Australian,TIMOFEY,ROBY,Sykes,,,,,,,,,,
Australian,TIMOTHY,ROBYN,Hilton,,,,,,,,,,
Australian,TIRTH,ROCHELLE,Heffernan,,,,,,,,,,
Australian,TITAN,ROMI,McDermott,,,,,,,,,,
Australian,TJ,ROMISSA,Bryan,,,,,,,,,,
Australian,TOBI,ROMOLA,Peacock,,,,,,,,,,
Australian,TOBIAS,ROMY,Dempsey,,,,,,,,,,
Australian,TOBIE,RORI,Keen,,,,,,,,,,
Australian,TOBIN,RORY,Brook,,,,,,,,,,
Australian,TOBY,ROSA,Condon,,,,,,,,,,
Australian,TOKO-JOSEPH,ROSALEE,Neilson,,,,,,,,,,
Australian,TOM,ROSALEIGH,Raymond,,,,,,,,,,
Australian,TOMACK,ROSALIE,MacKie,,,,,,,,,,
Australian,TOMAS,ROSALINDA,Finch,,,,,,,,,,
Australian,TOMASZ,ROSANNA,McPhee,,,,,,,,,,
Australian,TOMMY,ROSE,Lake,,,,,,,,,,
Australian,TONY,ROSEY,Sun,,,,,,,,,,
Australian,TORHYN,ROSIE,Ray,,,,,,,,,,
Australian,TORIN,ROSLYN,Reardon,,,,,,,,,,
Australian,TORRY,ROSY,Adamson,,,,,,,,,,
Australian,TRAVIS,ROUQIAH,Dunlop,,,,,,,,,,
Australian,TRE,ROXANNE,Larkin,,,,,,,,,,
Australian,TRENT,ROZANNA,McConnell,,,,,,,,,,
Australian,TREVISH,RUBANI,Zhu,,,,,,,,,,
Australian,TRICK,RUBI,Tyler,,,,,,,,,,
Australian,TRISTAN,RUBY,Koch,,,,,,,,,,
Australian,TROY,RUBY-ROZE,Goddard,,,,,,,,,,
Australian,TSZ,RUBYSIANG,Monaghan,,,,,,,,,,
Australian,TUATAHI,RUBY-TAYA,McGuire,,,,,,,,,,
Australian,TUCKER,RUHEE,Garner,,,,,,,,,,
Australian,TUK,RUMI,Dent,,,,,,,,,,
Australian,TURKI,RUOFAN,Croft,,,,,,,,,,
Australian,TY,RUQAYYAH,Downes,,,,,,,,,,
Australian,TYCE,RURIHA,Fulton,,,,,,,,,,
Australian,TYGA,RUSHIKA,Kearney,,,,,,,,,,
Australian,TYLA,RUTH,Langford,,,,,,,,,,
Australian,TYLER,RUTH-HANNAH,Lock,,,,,,,,,,
Australian,TYLER-ALONSO,RUVA,Fenton,,,,,,,,,,
Australian,TYRELL,RYAN,Hull,,,,,,,,,,
Australian,TYRONE,RYANN,Leung,,,,,,,,,,
Australian,TYSON,RYKER,Piper,,,,,,,,,,
Australian,TYTAN,RYLAH,Hoare,,,,,,,,,,
Australian,UDAYVIR,RYLEE,Lai,,,,,,,,,,
Australian,UDHAY,RYLEY,Halliday,,,,,,,,,,
Australian,UGOCHUKWU,RYLIE,Finlay,,,,,,,,,,
Australian,ULRIC,SAAJ,Everett,,,,,,,,,,
Australian,UMAR,SAANVI,Lester,,,,,,,,,,
Australian,UNNAMED,SAAVI,Sawyer,,,,,,,,,,
Australian,URIJAH,SABA,Welch,,,,,,,,,,
Australian,USMAN,SABRINA,Hale,,,,,,,,,,
Australian,UTIKU,SABRINAH,Mullins,,,,,,,,,,
Australian,UVINU,SADHBH,Judd,,,,,,,,,,
Australian,VALENTINO,SADIE,Chung,,,,,,,,,,
Australian,VALI,SAFA,Chang,,,,,,,,,,
Australian,VAN,SAFFRON,Jansen,,,,,,,,,,
Australian,VANCE,SAFIYA,Hyland,,,,,,,,,,
Australian,VANDAD,SAFWANA,Whiting,,,,,,,,,,
Australian,VANDEN,SAGE,Lawler,,,,,,,,,,
Australian,VANLIAN,SAHAR,Howarth,,,,,,,,,,
Australian,VANN,SAHARA,Mercer,,,,,,,,,,
Australian,VANSH,SAIA,Sheridan,,,,,,,,,,
Australian,VARIAN,SAIGE,O'Rourke,,,,,,,,,,
Australian,VARISH,SAILAH,Hennessy,,,,,,,,,,
Australian,VASILI,SAILOR,Rowland,,,,,,,,,,
Australian,VASILIJE,SAIRISH,Mead,,,,,,,,,,
Australian,VASILIOS,SAISHA,Morrow,,,,,,,,,,
Australian,VASYA,SAKINA,Stephen,,,,,,,,,,
Australian,VAUGHN,SALAM,Golding,,,,,,,,,,
Australian,VEDAN,SALEM,Weaver,,,,,,,,,,
Australian,VEDISH,SALIMA,Slattery,,,,,,,,,,
Australian,VEER,SALINA,Hoffman,,,,,,,,,,
Australian,VELAN,SALLY,Stubbs,,,,,,,,,,
Australian,VERAAJ,SAMADHI,Adam,,,,,,,,,,
Australian,VERNON,SAMAIRA,Mortimer,,,,,,,,,,
Australian,VHONN,SAMANTHA,Irving,,,,,,,,,,
Australian,VIAAN,SAMARA,Rigby,,,,,,,,,,
Australian,VIAN,SAMARAH,McGowan,,,,,,,,,,
Australian,VICTOR,SAMIRA,Brand,,,,,,,,,,
Australian,VIHAAN,SAMIYA,Browning,,,,,,,,,,
Australian,VIN,SAMRAGYEE,MacPherson,,,,,,,,,,
Australian,VINAYAK,SAMREEN,Marriott,,,,,,,,,,
Australian,VINCENT,SANA,O'Callaghan,,,,,,,,,,
Australian,VINCENZO,SANAYA,Russo,,,,,,,,,,
Australian,VINH,SANDREA,Robins,,,,,,,,,,
Australian,VINNIE,SANEESHA,Wheatley,,,,,,,,,,
Australian,VIRAJ,SANIA,Burt,,,,,,,,,,
Australian,VIRAT,SANSA,Cummings,,,,,,,,,,
Australian,VIREN,SANVI,Obrien,,,,,,,,,,
Australian,VIRPARTAP,SANVIKA,McCulloch,,,,,,,,,,
Australian,VISHAVJEET,SANVITHA,Neville,,,,,,,,,,
Australian,VIVAAN,SANYA,Luke,,,,,,,,,,
Australian,VIVANSH,SAOIRSE,Hanna,,,,,,,,,,
Australian,VIVRAAJ,SAPHEARA,Chong,,,,,,,,,,
Australian,VIYAN,SAPHIRAH,Nunn,,,,,,,,,,
Australian,VLADAMIR,SAPHIRE,Ma,,,,,,,,,,
Australian,VLASSIOS,SAPPHIRE,Rowley,,,,,,,,,,
Australian,VRAJ,SARA,Kavanagh,,,,,,,,,,
Australian,VYAN,SARAH,Hills,,,,,,,,,,
Australian,WADE,SARAH-LEIGH,Salmon,,,,,,,,,,
Australian,WAJIH,SARAYA,Hogg,,,,,,,,,,
Australian,WALEED,SARENAA,Partridge,,,,,,,,,,
Australian,WALTER,SARGAM,Neale,,,,,,,,,,
Australian,WARIS,SARGUN,Houghton,,,,,,,,,,
Australian,WASEEM,SARI,Larsen,,,,,,,,,,
Australian,WAYLLYNE,SARIA,Blackburn,,,,,,,,,,
Australian,WAYNE,SASHA,Hayden,,,,,,,,,,
Australian,WENXIAO,SASHA-LEE,Kingston,,,,,,,,,,
Australian,WESLEY,SASHYA,Stacey,,,,,,,,,,
Australian,WILBUR,SASKIA,Newell,,,,,,,,,,
Australian,WILFRED,SASMI,Withers,,,,,,,,,,
Australian,WILL,SATHVIKA,Nugent,,,,,,,,,,
Australian,WILLARD,SATHYA,Crowley,,,,,,,,,,
Australian,WILLIAM,SATSUKI,McInerney,,,,,,,,,,
Australian,WILLOW,SAVANA,Boyce,,,,,,,,,,
Australian,WILSON,SAVANNA,Moody,,,,,,,,,,
Australian,WINNASIA,SAVANNAH,Jolly,,,,,,,,,,
Australian,WINSLOW,SAVEINYA,Donald,,,,,,,,,,
Australian,WINSON,SAVINA,Conroy,,,,,,,,,,
Australian,WINSTON,SAVREEN,Andersen,,,,,,,,,,
Australian,WIREMU,SAYANA,Bourne,,,,,,,,,,
Australian,WOLFGANG,SAYGE,Tobin,,,,,,,,,,
Australian,WONOO,SAYLOR,MacLeod,,,,,,,,,,
Australian,WYATT,SCARLET,Rutherford,,,,,,,,,,
Australian,WYETT,SCARLETT,Cheung,,,,,,,,,,
Australian,WYNTER,SCARLETTE,McCormick,,,,,,,,,,
Australian,XAIVIER,SCARLETT-LILY,Street,,,,,,,,,,
Australian,XANDER,SCOUT,Tomlinson,,,,,,,,,,
Australian,XAVER,SEERAT,O'Keeffe,,,,,,,,,,
Australian,XAVI,SEHAJ,Beer,,,,,,,,,,
Australian,XAVIER,SEHAJRIT,Gilmore,,,,,,,,,,
Australian,XIN,SEHALI,Hargreaves,,,,,,,,,,
Australian,XIUPING,SEHRAAJ,Keenan,,,,,,,,,,
Australian,XU,SEHRAJ,Jorgensen,,,,,,,,,,
Australian,XZAVIER,SEHREEN,Greig,,,,,,,,,,
Australian,YAHIA,SELENA,Hetherington,,,,,,,,,,
Australian,YAHYA,SELENE,Lyon,,,,,,,,,,
Australian,YAM,SELINA,Thorne,,,,,,,,,,
